Synthetic Ferricyanide CV

Potential/V, Current/A
-0.123116, 2.67480196e-07
-0.127136, -1.94591945e-06
-0.131156, 8.17277227e-07
-0.135176, -3.08071049e-06
-0.139196, 3.24744673e-06
-0.143216, -9.81660088e-07
-0.147236, -9.02486840e-07
-0.151256, -1.25802390e-06
-0.155276, -5.76767839e-06
-0.159296, -4.04589440e-06
-0.163317, -2.92850372e-06
-0.167337, -2.21228538e-06
-0.171357, -2.37315048e-06
-0.175377, 1.11443951e-06
-0.179397, 2.45951321e-06
-0.183417, -5.61358212e-07
-0.187437, -1.26891722e-06
-0.191457, -1.62233290e-06
-0.195477, -1.24069086e-06
-0.199497, -3.17250001e-06
-0.203518, 1.25855328e-07
-0.207538, 1.04411327e-06
-0.211558, 4.51614239e-07
-0.215578, 3.05821459e-07
-0.219598, -3.71071781e-06
-0.223618, -2.63629523e-07
-0.227638, -2.67049726e-06
-0.231658, -1.08966634e-06
-0.235678, -3.86727560e-07
-0.239698, -2.17701426e-06
-0.243719, -2.69789950e-06
-0.247739, 1.46184109e-07
-0.251759, -4.41323857e-06
-0.255779, 1.14004146e-06
-0.259799, 1.57878210e-06
-0.263819, -2.48302192e-06
-0.267839, 2.05646737e-06
-0.271859, 3.04719513e-06
-0.275879, 7.85702843e-07
-0.279899, -1.83139137e-06
-0.283920, 4.52056219e-08
-0.287940, -1.23133116e-06
-0.291960, -9.02110896e-07
-0.295980, -1.96760953e-06
-0.300000, -2.43046317e-06
-0.300000, -3.31346627e-06
-0.295980, -5.30287039e-06
-0.291960, -3.45526406e-06
-0.287940, -3.55011819e-06
-0.283920, 1.83649573e-06
-0.279899, -2.49808744e-06
-0.275879, -2.34908236e-06
-0.271859, -2.44613441e-06
-0.267839, -1.82198557e-06
-0.263819, 1.56890708e-06
-0.259799, -8.80517463e-07
-0.255779, -1.75405738e-06
-0.251759, -1.71845020e-06
-0.247739, -5.44828349e-06
-0.243719, -2.85634466e-07
-0.239698, 2.65951759e-06
-0.235678, 1.90164157e-06
-0.231658, -3.58848860e-06
-0.227638, -3.65419447e-06
-0.223618, -1.39464946e-07
-0.219598, -4.41601333e-07
-0.215578, -7.38063878e-07
-0.211558, -1.03261146e-06
-0.207538, -1.60703838e-06
-0.203518, -2.89837976e-06
-0.199497, -4.95967534e-07
-0.195477, -2.09835661e-06
-0.191457, 3.07599706e-06
-0.187437, -1.01911472e-06
-0.183417, -3.69128839e-06
-0.179397, 1.67230002e-06
-0.175377, 2.15367609e-06
-0.171357, -2.13666924e-06
-0.167337, -2.36955583e-06
-0.163317, -1.16922943e-08
-0.159296, -4.11244787e-07
-0.155276, -1.89758197e-06
-0.151256, -4.47827963e-06
-0.147236, -5.89514311e-07
-0.143216, -6.22987794e-06
-0.139196, -4.11542467e-07
-0.135176, -1.04020028e-06
-0.131156, 4.26480762e-07
-0.127136, 3.00197358e-06
-0.123116, 7.17317090e-07
-0.119095, -5.44148017e-06
-0.115075, -4.08510863e-06
-0.111055, 4.41886011e-07
-0.107035, 2.52053124e-06
-0.103015, 3.91920547e-06
-0.098995, 2.79039387e-06
-0.094975, 5.61172461e-06
-0.090955, 6.45125566e-06
-0.086935, 1.52327892e-05
-0.082915, 1.95430774e-05
-0.078894, 2.82464992e-05
-0.074874, 3.66022569e-05
-0.070854, 4.37796240e-05
-0.066834, 5.83460643e-05
-0.062814, 6.65308393e-05
-0.058794, 7.08417813e-05
-0.054774, 7.57765115e-05
-0.050754, 8.31182293e-05
-0.046734, 8.08161507e-05
-0.042714, 7.45959360e-05
-0.038693, 6.97664197e-05
-0.034673, 5.78485152e-05
-0.030653, 4.82278656e-05
-0.026633, 3.76905302e-05
-0.022613, 3.13742005e-05
-0.018593, 2.30079648e-05
-0.014573, 1.63952062e-05
-0.010553, 1.21523589e-05
-0.006533, 4.31412431e-06
-0.002513, 3.91458667e-06
0.001508, 5.76030205e-06
0.005528, -4.20478856e-07
0.009548, -4.35498899e-07
0.013568, -8.15433068e-07
0.017588, -5.07857039e-06
0.021608, -1.72372758e-06
0.025628, 2.42362809e-06
0.029648, -7.87649903e-07
0.033668, -8.65132695e-07
0.037688, 9.14746624e-07
0.041709, 2.75234041e-06
0.045729, -6.70254408e-07
0.049749, -3.06251526e-07
0.053769, 1.46880649e-07
0.057789, -6.65620834e-06
0.061809, -2.94132504e-06
0.065829, 9.08697152e-07
0.069849, 2.01648795e-06
0.073869, 2.69615190e-07
0.077889, 1.16004919e-06
0.081910, 5.39417096e-07
0.085930, -6.02825756e-08
0.089950, -3.09695033e-08
0.093970, -9.05005651e-07
0.097990, 1.94434980e-06
0.102010, 7.53969777e-07
0.106030, 1.60873601e-06
0.110050, 7.23645918e-07
0.114070, -4.12463570e-06
0.118090, 7.48865110e-08
0.122111, 2.78979344e-06
0.126131, 2.57554621e-06
0.130151, -1.20987620e-06
0.134171, 8.59442967e-07
0.138191, 4.42656697e-06
0.142211, 5.32777350e-08
0.146231, -7.82840688e-07
0.150251, 8.25745314e-07
0.154271, 4.72205630e-06
0.158291, 1.42536426e-06
0.162312, 2.73310276e-06
0.166332, 1.23764951e-06
0.170352, 1.44429039e-06
0.174372, 2.99093247e-06
0.178392, 1.83749845e-06
0.182412, 4.97282038e-06
0.186432, 9.55490881e-07
0.190452, 4.16552687e-07
0.194472, 2.04373443e-06
0.198492, -3.36664607e-06
0.202513, -4.00351236e-06
0.206533, -6.16738902e-06
0.210553, -9.80708013e-06
0.214573, -1.74253274e-05
0.218593, -2.26633139e-05
0.222613, -2.73800176e-05
0.226633, -4.10227209e-05
0.230653, -4.66284913e-05
0.234673, -5.65577861e-05
0.238693, -6.53277676e-05
0.242714, -7.39787409e-05
0.246734, -7.81316704e-05
0.250754, -7.38523230e-05
0.254774, -7.44306501e-05
0.258794, -6.95267198e-05
0.262814, -6.62386824e-05
0.266834, -5.45375434e-05
0.270854, -4.34306721e-05
0.274874, -3.34294981e-05
0.278894, -2.76195750e-05
0.282915, -2.37287783e-05
0.286935, -1.36303105e-05
0.290955, -1.03084643e-05
0.294975, -5.01164047e-06
0.298995, -8.06438055e-07
0.303015, -3.47657146e-06
0.307035, -1.79877286e-06
0.311055, -5.82905115e-07
0.315075, 2.68342723e-07
0.319095, 3.63175421e-06
0.323116, 2.01283051e-06
0.327136, 2.57530207e-06
0.331156, 6.27561779e-06
0.335176, 1.21722374e-06
0.339196, 6.13955999e-06
0.343216, 3.68065410e-06
0.347236, -1.33008466e-06
0.351256, 7.71151518e-07
0.355276, 2.35586793e-07
0.359296, 1.83579625e-06
0.363317, 3.42983354e-06
0.367337, 3.40067425e-07
0.371357, -3.62833660e-06
0.375377, 5.69663408e-06
0.379397, 3.49092736e-06
0.383417, 2.08596816e-06
0.387437, -5.57837154e-07
0.391457, 3.17656445e-06
0.395477, 1.86050248e-06
0.399497, 3.19815254e-06
0.403518, -1.31081733e-06
0.407538, -2.61073415e-06
0.411558, 1.29318124e-06
0.415578, 4.29503571e-06
0.419598, 1.02202541e-06
0.423618, 4.53193563e-06
0.427638, 2.40890284e-06
0.431658, 4.38806904e-06
0.435678, 1.30005226e-06
0.439698, -1.00197746e-06
0.443719, 3.79807091e-06
0.447739, 4.50936685e-06
0.451759, 1.61728038e-06
0.455779, 1.73179820e-06
0.459799, 3.98502261e-06
0.463819, 1.67404120e-06
0.467839, 3.96143842e-06
0.471859, 2.09180241e-06
0.475879, 1.63364745e-06
0.479899, 4.34985405e-06
0.483920, 6.09860668e-06
0.487940, 4.74016326e-06
0.491960, 2.99832638e-06
0.495980, 3.30134503e-06
0.500000, 2.01030505e-06
0.500000, 2.30126700e-06
0.495980, -1.59572580e-07
0.491960, 1.12489565e-06
0.487940, 2.09661052e-06
0.483920, 5.60220110e-08
0.479899, 4.61922697e-06
0.475879, -3.43618163e-07
0.471859, -9.90225908e-07
0.467839, 1.58224186e-06
0.463819, 2.99026936e-06
0.459799, 5.58359402e-06
0.455779, -1.45530068e-06
0.451759, 1.28494945e-06
0.447739, 6.70391121e-06
0.443719, 4.12979427e-07
0.439698, 1.98074162e-06
0.435678, 4.24240461e-06
0.431658, -1.22903185e-06
0.427638, 2.71355834e-06
0.423618, 2.75645208e-06
0.419598, 2.03517652e-06
0.415578, 3.08991391e-06
0.411558, 6.62829382e-07
0.407538, -3.11363271e-07
0.403518, 3.24699352e-06
0.399497, -1.54318615e-07
0.395477, 4.20520420e-06
0.391457, 1.75824491e-06
0.387437, 1.28972322e-06
0.383417, 1.51514502e-06
0.379397, 2.55950651e-06
0.375377, -5.64843683e-07
0.371357, 4.28129736e-06
0.367337, 1.50221646e-06
0.363317, 4.41048428e-06
0.359296, 1.68977803e-06
0.355276, 2.86802776e-06
0.351256, 3.56607600e-06
0.347236, 1.34866196e-06
0.343216, 3.62885209e-06
0.339196, 1.53048935e-06
0.335176, 1.02078572e-06
0.331156, -8.58883240e-07
0.327136, 3.98669054e-07
0.323116, 2.64407641e-06
0.319095, 8.63556251e-07
0.315075, -1.10106424e-06
0.311055, 1.31505305e-06
0.307035, -1.52464355e-06
0.303015, 1.60475269e-06
0.298995, -4.57633503e-06
0.294975, -2.27164664e-06
0.290955, -7.64514828e-06
0.286935, -1.26699386e-05
0.282915, -1.69368861e-05
0.278894, -2.85533291e-05
0.274874, -3.62870860e-05
0.270854, -4.38414320e-05
0.266834, -5.30183872e-05
0.262814, -6.46267599e-05
0.258794, -7.38907885e-05
0.254774, -7.56139190e-05
0.250754, -7.72755411e-05
0.246734, -7.61807374e-05
0.242714, -7.32573661e-05
0.238693, -6.54979922e-05
0.234673, -6.04518097e-05
0.230653, -5.31317817e-05
0.226633, -4.03631284e-05
0.222613, -3.04966941e-05
0.218593, -1.80524515e-05
0.214573, -1.32869373e-05
0.210553, -1.13094578e-05
0.206533, -9.02094550e-06
0.202513, -1.64092575e-06
0.198492, -5.02129818e-06
0.194472, 1.24264862e-06
0.190452, -3.29525953e-06
0.186432, -3.07206881e-06
0.182412, 1.73072707e-06
0.178392, 1.09459077e-06
0.174372, 6.56192714e-07
0.170352, -2.02429887e-06
0.166332, -2.87812543e-07
0.162312, 2.09432226e-06
0.158291, -2.38033917e-06
0.154271, 8.10423067e-07
0.150251, 1.56029200e-06
0.146231, 5.38796768e-07
0.142211, 3.64494556e-06
0.138191, -2.34764292e-06
0.134171, 9.26600470e-07
0.130151, 1.31513684e-07
0.126131, 8.88725700e-07
0.122111, -1.40169422e-06
0.118090, -9.96200671e-07
0.114070, -5.61400361e-07
0.110050, -9.89253654e-07
0.106030, -1.23132359e-06
0.102010, 1.46892664e-06
0.097990, 1.41454742e-06
0.093970, 5.12238012e-06
0.089950, -1.49096004e-06
0.085930, 2.58004622e-06
0.081910, -4.05832105e-08
0.077889, -6.66901059e-07
0.073869, -5.35774780e-06
0.069849, -2.80397765e-06
0.065829, 3.95070732e-07
0.061809, 1.54695710e-06
0.057789, 1.15635533e-06
0.053769, -2.67308141e-06
0.049749, -1.02093947e-06
0.045729, 3.39305972e-06
0.041709, 2.16885526e-06
0.037688, -6.26221531e-07
0.033668, 1.10226362e-06
0.029648, 2.37341729e-06
0.025628, 2.88377197e-06
0.021608, 8.60855863e-07
0.017588, -8.18201615e-07
0.013568, 1.47107533e-07
0.009548, 5.49699682e-07
0.005528, 2.67188868e-06
0.001508, 5.39600962e-06
-0.002513, 3.48711684e-06
-0.006533, 8.99643947e-06
-0.010553, 9.35764927e-06
-0.014573, 1.83443939e-05
-0.018593, 2.05751197e-05
-0.022613, 3.07073267e-05
-0.026633, 3.90615270e-05
-0.030653, 5.20088603e-05
-0.034673, 6.12050001e-05
-0.038693, 6.78800320e-05
-0.042714, 7.27075705e-05
-0.046734, 7.90478028e-05
-0.050754, 7.72142013e-05
-0.054774, 7.79859803e-05
-0.058794, 7.08905596e-05
-0.062814, 6.34586388e-05
-0.066834, 5.49589962e-05
-0.070854, 4.55252670e-05
-0.074874, 3.64484475e-05
-0.078894, 2.66190213e-05
-0.082915, 1.95579638e-05
-0.086935, 1.74212573e-05
-0.090955, 9.64286476e-06
-0.094975, 6.73834387e-06
-0.098995, 5.12169019e-06
-0.103015, 2.90445378e-06
-0.107035, -2.24403776e-06
-0.111055, -3.69815320e-06
-0.115075, 3.19820866e-06
-0.119095, -3.35936945e-06
-0.123116, -4.04404935e-06
-0.127136, 3.07132860e-06
-0.131156, 1.55703927e-06
-0.135176, -4.62962758e-06
-0.139196, 1.81354369e-06
-0.143216, 1.83282450e-06
-0.147236, 5.18062249e-06
-0.151256, -1.08076909e-06
-0.155276, -1.23273982e-06
-0.159296, 4.17356418e-07
-0.163317, 2.69632273e-06
-0.167337, -2.88974021e-06
-0.171357, -3.30766514e-07
-0.175377, -1.38981271e-06
-0.179397, -6.23252601e-07
-0.183417, 1.01187844e-06
-0.187437, 7.63552020e-07
-0.191457, 1.11433295e-06
-0.195477, -1.05542593e-06
-0.199497, 5.44491206e-07
-0.203518, -1.17290726e-07
-0.207538, -4.98276224e-07
-0.211558, -2.87215400e-06
-0.215578, -3.13460453e-06
-0.219598, 6.51477950e-08
-0.223618, -3.61650886e-07
-0.227638, -1.68999787e-06
-0.231658, -2.78326718e-06
-0.235678, -5.72834766e-07
-0.239698, -1.45680445e-06
-0.243719, -4.22915732e-07
-0.247739, -1.45385888e-06
-0.251759, -1.35995732e-06
-0.255779, -1.94945184e-06
-0.259799, -2.78254498e-06
-0.263819, -1.49004722e-06
-0.267839, 6.89774469e-07
-0.271859, -2.12364597e-06
-0.275879, -8.81901119e-07
-0.279899, -3.77243598e-06
-0.283920, 2.01407117e-07
-0.287940, -1.52521156e-07
-0.291960, 1.56041842e-06
-0.295980, -4.80154526e-06
-0.300000, -1.17283269e-06
-0.300000, 1.57242168e-08
-0.295980, 1.46051909e-07
-0.291960, -3.58891718e-06
-0.287940, -2.32693500e-06
-0.283920, 3.09275217e-06
-0.279899, -2.96377695e-06
-0.275879, -2.36976627e-06
-0.271859, -4.77295296e-07
-0.267839, -1.01528616e-06
-0.263819, -2.31916486e-06
-0.259799, 6.45429112e-07
-0.255779, -4.43877039e-06
-0.251759, 2.10784470e-07
-0.247739, -3.93918640e-06
-0.243719, -9.50796917e-07
-0.239698, -2.69468395e-06
-0.235678, -4.92448347e-06
-0.231658, -4.72512761e-06
-0.227638, -3.01767835e-06
-0.223618, -2.56513337e-06
-0.219598, -9.55262521e-07
-0.215578, -4.96451933e-06
-0.211558, 1.78599174e-06
-0.207538, -2.63366747e-06
-0.203518, 2.08052805e-07
-0.199497, -2.15277351e-06
-0.195477, 1.31471026e-06
-0.191457, -2.08675119e-06
-0.187437, 1.34299681e-06
-0.183417, -1.27376704e-06
-0.179397, -8.06802960e-07
-0.175377, -1.53299104e-06
-0.171357, 9.19222572e-07
-0.167337, -3.97455056e-06
-0.163317, -1.20999048e-06
-0.159296, 2.88370467e-06
-0.155276, 6.09905573e-07
-0.151256, 1.17280454e-06
-0.147236, 1.03091043e-06
-0.143216, -1.79637527e-06
-0.139196, 3.28834523e-07
-0.135176, 2.15381128e-06
-0.131156, -2.06133955e-06
-0.127136, -1.65598626e-06
-0.123116, -6.36736453e-07
-0.119095, 4.33084219e-07
-0.115075, -2.19205039e-06
-0.111055, -1.09200853e-07
-0.107035, 4.18427926e-06
-0.103015, 7.31602042e-07
-0.098995, 4.23790657e-06
-0.094975, 6.57510099e-06
-0.090955, 7.70396026e-06
-0.086935, 1.34564911e-05
-0.082915, 2.13841637e-05
-0.078894, 2.67114922e-05
-0.074874, 3.81293594e-05
-0.070854, 4.66967696e-05
-0.066834, 5.80670781e-05
-0.062814, 6.48774313e-05
-0.058794, 6.95778545e-05
-0.054774, 7.88943808e-05
-0.050754, 7.88272453e-05
-0.046734, 8.05474355e-05
-0.042714, 7.77404418e-05
-0.038693, 6.51677128e-05
-0.034673, 6.01085164e-05
-0.030653, 5.38245575e-05
-0.026633, 4.02066407e-05
-0.022613, 2.84573359e-05
-0.018593, 2.26333124e-05
-0.014573, 2.01981834e-05
-0.010553, 1.28391114e-05
-0.006533, 6.43908523e-06
-0.002513, 5.82410149e-06
0.001508, 3.21432749e-06
0.005528, 2.83763100e-06
0.009548, -2.40357285e-06
0.013568, 1.96653593e-06
0.017588, 2.45215970e-06
0.021608, 1.29076992e-06
0.025628, -1.50316336e-06
0.029648, 2.17122369e-06
0.033668, 1.20379096e-06
0.037688, -8.95874110e-07
0.041709, 1.31586135e-06
0.045729, -1.66129202e-06
0.049749, -2.76001217e-06
0.053769, 3.73548933e-06
0.057789, -8.08759920e-07
0.061809, 2.89657117e-06
0.065829, -6.62692086e-08
0.069849, 8.54575130e-07
0.073869, 3.72586987e-06
0.077889, -2.42835574e-06
0.081910, -2.22392755e-06
0.085930, 8.47327599e-07
0.089950, -7.98450146e-08
0.093970, 1.98533659e-07
0.097990, 1.41069448e-06
0.102010, 3.21800639e-06
0.106030, 2.47264835e-06
0.110050, 3.54337863e-06
0.114070, -2.69777254e-07
0.118090, 1.53927478e-06
0.122111, -3.09920247e-07
0.126131, 2.64685996e-06
0.130151, 1.67058513e-06
0.134171, 6.23623733e-06
0.138191, -7.96961849e-07
0.142211, 3.35884215e-06
0.146231, 9.96772067e-07
0.150251, 5.21745766e-08
0.154271, 4.99622308e-06
0.158291, 6.39029594e-07
0.162312, 4.03072081e-07
0.166332, 8.55055858e-07
0.170352, 1.22491139e-06
0.174372, 3.45979634e-06
0.178392, 1.70668101e-06
0.182412, 1.96681657e-06
0.186432, -2.71619336e-06
0.190452, -1.26410640e-07
0.194472, -2.72220022e-06
0.198492, -1.88659723e-06
0.202513, -1.35157371e-06
0.206533, -2.94366632e-06
0.210553, -8.03149757e-06
0.214573, -1.59457727e-05
0.218593, -2.34017119e-05
0.222613, -2.99335679e-05
0.226633, -3.99808421e-05
0.230653, -4.91049313e-05
0.234673, -5.86609745e-05
0.238693, -6.91999926e-05
0.242714, -7.31899642e-05
0.246734, -7.84236629e-05
0.250754, -7.98797759e-05
0.254774, -7.56780172e-05
0.258794, -6.74566476e-05
0.262814, -6.25427363e-05
0.266834, -5.63128371e-05
0.270854, -4.55853882e-05
0.274874, -3.23471639e-05
0.278894, -2.92029143e-05
0.282915, -2.06219567e-05
0.286935, -1.21267867e-05
0.290955, -1.20168726e-05
0.294975, -6.67050550e-06
0.298995, -4.63062063e-06
0.303015, -1.24244289e-06
0.307035, -2.24240764e-06
0.311055, -6.36724031e-08
0.315075, 4.00046004e-06
0.319095, 2.25551712e-06
0.323116, 2.12768245e-06
0.327136, 2.00379239e-06
0.331156, -2.54883978e-06
0.335176, -3.85088426e-07
0.339196, 2.96887761e-06
0.343216, 5.27917549e-06
0.347236, 1.16496701e-06
0.351256, 6.92077955e-07
0.355276, -2.18486117e-06
0.359296, 5.49269004e-07
0.363317, 2.07629629e-06
0.367337, 3.99676695e-06
0.371357, 2.37908720e-06
0.375377, 5.11409647e-07
0.379397, 3.65075457e-06
0.383417, -9.16832140e-07
0.387437, 9.67148185e-07
0.391457, 4.68218584e-06
0.395477, 2.79959719e-06
0.399497, -2.06425521e-06
0.403518, 2.92307495e-06
0.407538, 3.89688790e-06
0.411558, 3.61428116e-06
0.415578, -1.84712066e-08
0.419598, 3.98580436e-06
0.423618, 4.13196971e-07
0.427638, 2.42866766e-06
0.431658, 1.91468606e-06
0.435678, 5.09305503e-06
0.439698, 3.07427955e-06
0.443719, 3.23319019e-06
0.447739, 2.33788812e-06
0.451759, 1.56009741e-06
0.455779, 5.67026192e-07
0.459799, 3.35326414e-06
0.463819, 1.61203688e-06
0.467839, 4.04942356e-06
0.471859, 2.28884658e-06
0.475879, 6.07937544e-06
0.479899, 3.52965621e-06
0.483920, 2.00004848e-06
0.487940, 3.82983753e-06
0.491960, 1.88134616e-06
0.495980, -2.45422393e-07
0.500000, -8.67174575e-08
